Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,report_number,local_case_number_x,agency_name_x,acrs_report_type_x,crash_date_time_x,route_type_x,road_name_x,cross_street_type_x,cross_street_name_x,off_road_description_x,municipality_x,related_non_motorist_x,collision_type_x,weather_x,surface_condition_x,light_x,traffic_control_x,driver_substance_abuse_x,non_motorist_substance_abuse_x,person_id,pedestrian_type,pedestrian_movement,pedestrian_actions,pedestrian_location,pedestrian_obeyed_traffic_signal,pedestrian_visibility,at_fault_x,injury_severity,safety_equipment,latitude_x,longitude_x,geolocation_x,crashdate,year,on_offroad,serious_fatal_injury,crashtime,day_night,month,season,dartdash,pedestrian_yes_no,at_fault_binary,weekday_day,weekdays_y_n,county_road,hit_run,mile_point,mile_point_direction,lane_direction,lane_number,lane_type,number_of_lanes,direction,distance,distance_unit,road_grade,nontraffic,first_harmful_event,second_harmful_event,fixed_oject_struck,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,Reportnumber,NonMotoristSex,NonMotoristDOB,age,adult_yes_no,agegroup,month_year,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,BUFF_DIST,ORIG_FID,COUNT,ObjectId,GeogName,ActName,Shape_Length,Shape_Area
0,1018,1,1018,MCP1301001T,0.000000000000000,,,,,,,,,,,,,,,,,,B71FD9C4-97DB-44A8-B161-7FEF7E4B89AD,BICYCLIST,Walking/Cycling on Sidewalk,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,,FATAL INJURY,NONE,0.000000000000000,0.000000000000000,,6/1/2022,2022,On road,serious/fatal,16:09:00,day,6,summer,not dart dash,small wheeled thing,,,weekday,County,No,3.17,North,North,3,,3,South,150,FEET,HILL UPHILL,No,BICYCLE,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP1301001T,M,10/11/2003,18,Not adult,15 to 18,2022-06,,,,,,,,,,,,,1018,424 - WALK AREA,424 - JOHNSON HS REGULAR,,
0,1019,0,1019,MCP24200047,0.000000000000000,,,,,,,,,,,,,,,,,,E2FE718F-2E2D-4790-8010-D79A7B6EA85B,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,N/A,UNKNOWN,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,6/1/2022,2022,Off road,not serious/fatal,14:15:00,day,6,summer,not dart dash,pedestrian,,,weekday,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP24200047,M,4/27/2021,1,Not adult,0 to 4,2022-06,,,,,,,,,,,,,1019,,,,
0,1020,0,1020,MCP3290001G,0.000000000000000,,,,,,,,,,,,,,,,,,DC557953-1CC1-4466-B603-FD17FCDE7FD6,OTHER,Other,UNKNOWN,INSIDE BUILDING,N/A,N/A,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,6/1/2022,2022,Off road,not serious/fatal,10:20:00,day,6,summer,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,FIXED OBJECT,N/A,BUILDING,,,,,,,MCP3290001G,M,11/22/1961,60,Adult,19+,2022-06,,,,,,,,,,,,,1020,,,,
1,1021,2,1021,MCP3193003D,0.000000000000000,,,,,,,,,,,,,,,,,,5650B2D8-7528-419C-A869-043C0CBC6AAE,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,UNKNOWN,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,5/31/2022,2022,On road,not serious/fatal,18:17:00,day,5,spring,not dart dash,pedestrian,,,weekday,County,No,0.73,East,East,1,,3,East,0,FEET,LEVEL,No,OTHER VEHICLE,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP3193003D,F,10/1/1991,30,Adult,19+,2022-05,Placemark,MoCo_SZ_Copy_Apr_23/MoCo_SZ_Copy_Apr_23,0,0,0.000000000000000,-1,0,,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">
<head>
<META http-equiv=""Content-Type"" content=""text/html"">
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
</head>
<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">
<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">
<td></td>
</tr>
<tr>
<td>
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">
<tr>
<td>OBJECTID_1</td>
<td>64</td>
</tr>
</table>
</td>
</tr>
</table>
</body><script type=""text/javascript"">
				function changeImage(attElement, nameElement) {
				document.getElementById('imageAttachment').src = attElement;
				document.getElementById('imageName').innerHTML = nameElement;}
			</script></html>
",100.000000000000000,54,,1021,787 - WALK AREA,787 - LOIEDERMAN MS REGULAR,,
0,1022,3,1022,EJ7888002C,0.000000000000000,,,,,,,,,,,,,,,,,,0BA6B6AB-4E2F-46A2-8755-0B9A55C1A24A,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,5/31/2022,2022,On road,serious/fatal,8:00:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,County,Yes,0.94,North,East,2,,2,North,50,FEET,LEVEL,No,BICYCLE,N/A,UNKNOWN,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",EJ7888002C,M,11/2/1958,63,Adult,19+,2022-05,,,,,,,,,,,,,1022,558 - WALK AREA,558 - WHETSTONE ES REGULAR,,
0,1023,0,1023,MCP3176001R,0.000000000000000,,,,,,,,,,,,,,,,,,8F8C212E-F4B9-4B95-A920-A445C623E3A0,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED SERIOUS INJURY,NONE,0.000000000000000,0.000000000000000,,5/30/2022,2022,On road,serious/fatal,23:15:00,night,5,spring,dart dash,pedestrian,,,weekday,County,No,3.77,North,North,2,,3,North,2,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP3176001R,M,4/13/1968,54,Adult,19+,2022-05,,,,,,,,,,,,,1023,,,,
0,1024,0,1024,MCP31390036,0.000000000000000,,,,,,,,,,,,,,,,,,2864C7ED-D495-4A2C-BCA9-95202CD521DA,OTHER,N/A,NO IMPROPER ACTIONS,INSIDE BUILDING,N/A,N/A,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,5/30/2022,2022,Off road,not serious/fatal,19:19:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,FIXED OBJECT,FIXED OBJECT,BUILDING,,,,,,,MCP31390036,F,10/18/1980,41,Adult,19+,2022-05,,,,,,,,,,,,,1024,,,,
0,1025,0,1025,MCP31390036,0.000000000000000,,,,,,,,,,,,,,,,,,A39584E4-94ED-4A03-B462-FF7ACB2CF16F,OTHER,N/A,NO IMPROPER ACTIONS,INSIDE BUILDING,N/A,N/A,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,5/30/2022,2022,Off road,not serious/fatal,19:19:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,FIXED OBJECT,FIXED OBJECT,BUILDING,,,,,,,MCP31390036,M,5/15/1952,70,Adult,19+,2022-05,,,,,,,,,,,,,1025,,,,
0,1026,1,1026,MCP3124005N,0.000000000000000,,,,,,,,,,,,,,,,,,84B6C073-42CA-4C5F-8380-19A4F7950E67,PEDESTRIAN,Other,N/A,OTHER,N/A,N/A,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,5/29/2022,2022,Off road,not serious/fatal,15:34:00,day,5,spring,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,OTHER VEHICLE,N/A,N/A,,,,,,,MCP3124005N,F,12/29/1986,35,Adult,19+,2022-05,,,,,,,,,,,,7270.000000000000000,1026,815 - WALK AREA,815 - KENNEDY HS REGULAR,,
0,1027,0,1027,MCP2877009S,0.000000000000000,,,,,,,,,,,,,,,,,,39420612-269C-4543-81CD-D3D4E8997F73,BICYCLIST,Walking/Riding w/Traffic,OTHER,ON ROADWAY NOT AT CROSSWALK,OTHER,LIGHT CLOTHING,,NO APPARENT INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,5/29/2022,2022,On road,not serious/fatal,11:00:00,day,5,spring,not dart dash,small wheeled thing,,,weekend,County,No,0,West,East,1,,1,East,5,FEET,LEVEL,No,OTHER VEHICLE,N/A,N/A,N/A,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2877009S,M,7/15/1998,23,Adult,19+,2022-05,,,,,,,,,,,,7270.000000000000000,1027,,,,
0,1028,0,1028,EJ7895001T,0.000000000000000,,,,,,,,,,,,,,,,,,B9997750-FC4F-44AB-B460-2AAFC0885B55,PEDESTRIAN,Standing,ENTERING EXITING PARKED STANDING VEHICLE,OTHER,N/A,N/A,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,5/28/2022,2022,Off road,not serious/fatal,13:35:00,day,5,spring,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,EJ7895001T,F,1/11/1942,80,Adult,19+,2022-05,,,,,,,,,,,,,1028,,,,
0,1029,1,1029,MCP3010006Q,0.000000000000000,,,,,,,,,,,,,,,,,,CBF2A074-1ED0-4FEB-8679-3DE19F8DAC45,PEDESTRIAN,Cross/Enter at Intersection,OTHER,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,OTHER,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,5/28/2022,2022,On road,not serious/fatal,13:00:00,day,5,spring,not dart dash,pedestrian,,,weekend,County,No,0.85,West,East,1,,1,West,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3010006Q,M,8/2/2001,20,Adult,19+,2022-05,,,,,,,,,,,,7270.000000000000000,1029,424 - WALK AREA,424 - JOHNSON HS REGULAR,,
1,1030,1,1030,MCP2683005V,0.000000000000000,,,,,,,,,,,,,,,,,,D1311E5B-FCE1-40A8-AE36-73287AC992A1,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,5/27/2022,2022,On road,not serious/fatal,16:23:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,County,No,0.27,South,North,2,,2,South,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2683005V,M,4/21/1999,23,Adult,19+,2022-05,Placemark,MoCo_SZ_Copy_Apr_23/MoCo_SZ_Copy_Apr_23,0,0,0.000000000000000,-1,0,,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">
<head>
<META http-equiv=""Content-Type"" content=""text/html"">
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
</head>
<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">
<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">
<td></td>
</tr>
<tr>
<td>
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">
<tr>
<td>OBJECTID_1</td>
<td>162</td>
</tr>
</table>
</td>
</tr>
</table>
</body><script type=""text/javascript"">
				function changeImage(attElement, nameElement) {
				document.getElementById('imageAttachment').src = attElement;
				document.getElementById('imageName').innerHTML = nameElement;}
			</script></html>
",100.000000000000000,152,,1030,564 - WALK AREA,564 - SOUTH LAKE ES REGULAR,,
1,1031,2,1031,MCP2934004M,0.000000000000000,,,,,,,,,,,,,,,,,,A6E19EC5-8F8D-4547-A883-B0C14E9966BF,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,5/26/2022,2022,On road,not serious/fatal,15:03:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,County,No,0.92,East,West,1,,1,East,10,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION RELATED,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2934004M,M,2/25/2010,12,Not adult,12 to 14,2022-05,Placemark,MoCo_SZ_Copy_Apr_23/MoCo_SZ_Copy_Apr_23,0,0,0.000000000000000,-1,0,,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format"" xmlns:msxsl=""urn:schemas-microsoft-com:xslt"">
<head>
<META http-equiv=""Content-Type"" content=""text/html"">
<meta http-equiv=""content-type"" content=""text/html; charset=UTF-8"">
</head>
<body style=""margin:0px 0px 0px 0px;overflow:auto;background:#FFFFFF;"">
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-collapse:collapse;padding:3px 3px 3px 3px"">
<tr style=""text-align:center;font-weight:bold;background:#9CBCE2"">
<td></td>
</tr>
<tr>
<td>
<table style=""font-family:Arial,Verdana,Times;font-size:12px;text-align:left;width:100%;border-spacing:0px; padding:3px 3px 3px 3px"">
<tr>
<td>OBJECTID_1</td>
<td>37</td>
</tr>
</table>
</td>
</tr>
</table>
</body><script type=""text/javascript"">
				function changeImage(attElement, nameElement) {
				document.getElementById('imageAttachment').src = attElement;
				document.getElementById('imageName').innerHTML = nameElement;}
			</script></html>
",100.000000000000000,32,,1031,220 - WALK AREA,220 - LUXMANOR ES REGULAR,,
0,1032,0,1032,MCP3126003B,0.000000000000000,,,,,,,,,,,,,,,,,,10A93DE5-89C6-43EF-ABE1-12B324B20581,BICYCLIST,Walking/Riding w/Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,N/A,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,5/23/2022,2022,On road,not serious/fatal,16:45:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,County,No,0.344,North,West,1,,1,North,100,FEET,LEVEL,No,BICYCLE,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP3126003B,M,9/10/2007,14,Not adult,12 to 14,2022-05,,,,,,,,,,,,,1032,,,,
0,1033,1,1033,MCP3006007D,0.000000000000000,,,,,,,,,,,,,,,,,,678D9779-002C-4487-A0A3-AD02DE668CDF,BICYCLIST,Walking/Riding against Traffic,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,5/23/2022,2022,On road,not serious/fatal,13:30:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,Not county,No,0,East,West,1,,1,East,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,T-INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3006007D,M,8/15/2002,19,Adult,19+,2022-05,,,,,,,,,,,,,1033,815 - WALK AREA,815 - KENNEDY HS REGULAR,,
0,1034,2,1034,MCP2846007Z,0.000000000000000,,,,,,,,,,,,,,,,,,FD5A2B0A-B979-462B-9CE5-65E66341CC64,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,5/22/2022,2022,On road,not serious/fatal,15:15:00,day,5,spring,not dart dash,pedestrian,,,weekend,County,No,3.58,North,East,1,,1,North,0,FEET,LEVEL,No,OTHER VEHICLE,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2846007Z,F,2/28/1994,28,Adult,19+,2022-05,,,,,,,,,,,,7270.000000000000000,1034,792 - WALK AREA,792 - NEWPORT MILL MS REGULAR,,
0,1035,2,1035,MCP2846007Z,0.000000000000000,,,,,,,,,,,,,,,,,,C59007E7-C2ED-4EE1-BED0-A0BD62A7BA59,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,5/22/2022,2022,On road,not serious/fatal,15:15:00,day,5,spring,not dart dash,pedestrian,,,weekend,County,No,3.58,North,East,1,,1,North,0,FEET,LEVEL,No,OTHER VEHICLE,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2846007Z,F,7/6/2016,5,Not adult,5 to 11,2022-05,,,,,,,,,,,,7270.000000000000000,1035,792 - WALK AREA,792 - NEWPORT MILL MS REGULAR,,
0,1036,2,1036,MCP2846007Z,0.000000000000000,,,,,,,,,,,,,,,,,,5774AC8B-CA66-4240-9325-D4065FF845E1,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,LIGHT CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,5/22/2022,2022,On road,not serious/fatal,15:15:00,day,5,spring,not dart dash,pedestrian,,,weekend,County,No,3.58,North,East,1,,1,North,0,FEET,LEVEL,No,OTHER VEHICLE,PEDESTRIAN,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2846007Z,F,3/8/2018,4,Not adult,0 to 4,2022-05,,,,,,,,,,,,7270.000000000000000,1036,792 - WALK AREA,792 - NEWPORT MILL MS REGULAR,,
0,1037,0,1037,MCP2799006Q,0.000000000000000,,,,,,,,,,,,,,,,,,8225222C-4834-4C27-9E01-39D8F543758D,PEDESTRIAN,Walking/Riding w/Traffic,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,5/21/2022,2022,Off road,not serious/fatal,18:30:00,day,5,spring,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP2799006Q,M,8/1/1963,58,Adult,19+,2022-05,,,,,,,,,,,,,1037,,,,
0,1038,1,1038,MCP3059007Y,0.000000000000000,,,,,,,,,,,,,,,,,,504541DA-8575-446D-839E-846040927047,OTHER,Other,NO IMPROPER ACTIONS,OTHER,N/A,N/A,,SUSPECTED SERIOUS INJURY,N/A,0.000000000000000,0.000000000000000,,5/21/2022,2022,On road,serious/fatal,17:44:00,day,5,spring,not dart dash,small wheeled thing,,,weekend,County,No,0.2,East,South,1,,1,East,30,FEET,LEVEL,No,PEDESTRIAN,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3059007Y,M,11/12/1989,32,Adult,19+,2022-05,,,,,,,,,,,,,1038,242 - WALK AREA,242 - RIDE ES REGULAR,,
0,1039,1,1039,MCP3059007Y,0.000000000000000,,,,,,,,,,,,,,,,,,7C11BD5E-EA55-4E90-841B-38A1EECFDD2C,OTHER,Getting off/on Vehicle,ENTERING EXITING PARKED STANDING VEHICLE,OTHER,N/A,N/A,,NO APPARENT INJURY,N/A,0.000000000000000,0.000000000000000,,5/21/2022,2022,On road,not serious/fatal,17:44:00,day,5,spring,not dart dash,small wheeled thing,,,weekend,County,No,0.2,East,South,1,,1,East,30,FEET,LEVEL,No,PEDESTRIAN,PARKED VEHICLE,N/A,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3059007Y,M,11/25/1989,32,Adult,19+,2022-05,,,,,,,,,,,,,1039,242 - WALK AREA,242 - RIDE ES REGULAR,,
0,1040,1,1040,MCP3320000V,0.000000000000000,,,,,,,,,,,,,,,,,,93E2C2FC-B5DB-4F08-9E50-5D7B83F7E93C,PEDESTRIAN,Cross/Enter at Intersection,N/A,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,5/21/2022,2022,On road,not serious/fatal,16:00:00,day,5,spring,not dart dash,pedestrian,,,weekend,County,Yes,0.49,East,East,0,N/A,2,East,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3320000V,F,12/2/1954,67,Adult,19+,2022-05,,,,,,,,,,,,7270.000000000000000,1040,756 - WALK AREA,756 - EAST SILVER SPRING ES REGULAR,,
0,1041,0,1041,DM8479001C,0.000000000000000,,,,,,,,,,,,,,,,,,4A07043C-64F7-4703-8B5B-E53C84C844B2,PEDESTRIAN,Other,OTHER,OTHER,NO PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,5/21/2022,2022,Off road,not serious/fatal,10:12:00,day,5,spring,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,DM8479001C,F,10/1/1989,32,Adult,19+,2022-05,,,,,,,,,,,,,1041,,,,
0,1042,1,1042,MCP27980050,0.000000000000000,,,,,,,,,,,,,,,,,,CE0DF1C3-CEB1-4634-87BD-B72BDD67125B,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,OTHER,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,5/20/2022,2022,On road,not serious/fatal,18:40:00,day,5,spring,dart dash,pedestrian,,,weekday,County,No,0.295,East,North,2,,2,East,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP27980050,M,1/7/2008,14,Not adult,12 to 14,2022-05,,,,,,,,,,,,7270.000000000000000,1042,104 - WALK AREA,104 - SENECA VALLEY HS REGULAR,,
0,1043,0,1043,MCP2753005F,0.000000000000000,,,,,,,,,,,,,,,,,,C67CEE2E-0D03-415C-B3BD-20F4CE1CFB9B,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,5/20/2022,2022,On road,not serious/fatal,13:20:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,Not county,No,27.31,East,East,2,,2,East,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2753005F,M,1/17/1999,23,Adult,19+,2022-05,,,,,,,,,,,,,1043,,,,
0,1044,0,1044,MCP3091003M,0.000000000000000,,,,,,,,,,,,,,,,,,EDFA2194-354D-4FFF-9D3D-B13FFD4621B6,OTHER,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,UNKNOWN,,SUSPECTED MINOR INJURY,UNKNOWN,0.000000000000000,0.000000000000000,,5/19/2022,2022,On road,not serious/fatal,13:44:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,County,No,1.06,South,South,1,,2,South,0,FEET,LEVEL,No,OTHER,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3091003M,M,8/31/2007,14,Not adult,12 to 14,2022-05,,,,,,,,,,,,,1044,,,,
0,1045,0,1045,MCP9419003F,0.000000000000000,,,,,,,,,,,,,,,,,,100068DE-6A4A-45C4-8A6B-09F37E9E5647,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,N/A,MIXED CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,5/18/2022,2022,Off road,not serious/fatal,14:30:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,BICYCLE,N/A,N/A,,,,,,,MCP9419003F,M,4/12/1958,64,Adult,19+,2022-05,,,,,,,,,,,,,1045,,,,
0,1046,1,1046,MCP2917009F,0.000000000000000,,,,,,,,,,,,,,,,,,6ECEC3ED-EC73-4793-9CFB-EE4483096DAF,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,UNKNOWN,HEAD LIGHT AND REFLECTORS,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,0.000000000000000,0.000000000000000,,5/17/2022,2022,On road,not serious/fatal,20:11:00,day,5,spring,not dart dash,small wheeled thing,,,weekday,County,Yes,0.67,South,South,1,,1,South,0,FEET,LEVEL,No,BICYCLE,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2917009F,M,12/28/1963,58,Adult,19+,2022-05,,,,,,,,,,,,,1046,812 - WALK AREA,812 - PARKLAND MS REGULAR,,
